Obj_Plant_Juniperus_A_Snow, -4514.17236328125, 392.2612609863281, -3611.385986328125
Obj_Plant_Juniperus_B_Snow, -4513.86865234375, 391.7315368652344, -3609.884033203125
Obj_Plant_Juniperus_A_Snow, -4635.84814453125, 333.82684326171875, -3195.18115234375
Obj_Plant_Juniperus_B_Snow, 0.0, -4631.74755859375, 333.9894714355469
Obj_FlowerAlpine_A_Snow_01, 334.1601867675781, -3196.54248046875, 9.88511848449707
Obj_FlowerAlpine_A_Snow_02, -4630.24755859375, 333.85601806640625, -3193.454833984375
Obj_MineralGrain_A_01, 0.0, -4561.779296875, 367.2850646972656
Obj_MineralGrain_A_03, -4562.68408203125, 366.56671142578125, -3155.0654296875
Obj_Plant_Juniperus_C_Snow, 0.0, -4633.29150390625, 333.98199462890625
Obj_Plant_OatsGrass_B_01, -4512.04296875, 367.3261413574219, -3270.28515625
Obj_Plant_PampasGrass_A_01, 13.002662658691406, 1.0810550451278687, 0.0
Obj_Plant_PampasGrass_A_02, 85.7041015625, 1.023926019668579, 0.0
Obj_Plant_Juniperus_A_Snow, 0.842606246471405, -28.60022735595703, 13.854521751403809
Obj_Plant_Juniperus_B_Snow, -0.8243786692619324, 44.76715087890625, 6.460852146148682
Obj_FlowerAlpine_A_Snow_01, 175.07518005371094, 1.0, 0.0
Obj_FlowerAlpine_A_Snow_02, -3798.533203125, -84.01768493652344, 60.35123062133789
Obj_MineralGrain_A_01, 0.0, -4561.779296875, 367.2850646972656
Obj_MineralGrain_A_03, -4390.6123046875, 497.7784118652344, -3547.108642578125
Obj_Plant_Juniperus_C_Snow, 330.46685791015625, -3797.43701171875, -135.1208038330078
Obj_Plant_OatsGrass_B_01, -3641.39453125, -17.23134994506836, -0.9489955902099609
Obj_Plant_PampasGrass_A_01, 2.0557899475097656, 0.9033200144767761, 0.0
Obj_Plant_PampasGrass_A_02, -15.226058959960938, 0.9467769861221313, 0.0
Obj_FlowerAlpine_B_Snow_01, -4280.5498046875, 325.8377685546875, -3784.19580078125
Obj_FlowerAlpine_B_Snow_02, -4279.76806640625, 326.12664794921875, -3782.4296875
Obj_Plant_Juniperus_A_Snow, -3122.12548828125, -34.40896224975586, 78.45866394042969
Obj_Plant_Juniperus_B_Snow, -4158.89453125, 197.343505859375, -3074.14453125
Obj_FlowerAlpine_A_Snow_01, -4159.03466796875, 197.24130249023438, -3072.72314453125
Obj_FlowerAlpine_A_Snow_02, -4166.224609375, 242.92713928222656, -3224.07275390625
Obj_MineralGrain_A_01, -4229.380859375, 236.96177673339844, -3099.55908203125
Obj_MineralGrain_A_03, 0.0, -4221.125, 234.8646240234375
Obj_Plant_Juniperus_C_Snow, -4247.3037109375, 287.2368469238281, -3146.39794921875
Obj_Plant_OatsGrass_B_01, 28.607515335083008, 29.878536224365234, 0.9609379768371582
Obj_Plant_PampasGrass_A_01, 52.206939697265625, 0.9951170086860657, 0.0
Obj_Plant_PampasGrass_A_02, -3386.676513671875, -33.9034309387207, -16.587228775024414
Obj_FlowerAlpine_B_Snow_01, -4280.5498046875, 325.8377685546875, -3784.19580078125
Obj_FlowerAlpine_B_Snow_02, -4279.76806640625, 326.12664794921875, -3782.4296875
FldObj_EnemyTrace_BoneBig_A_01, -3190.805908203125, 0.0, -36.66930389404297
FldObj_EnemyTrace_Bonesmall_A_01, 0.0, -4048.255615234375, 297.5980529785156
FldObj_StoneWallBroken_A_03, -4274.29638671875, 473.3253479003906, -3475.162841796875
Obj_TreeConiferous_A_Snow_01, -4046.613525390625, 300.58489990234375, -3327.34228515625
Item_Plant_O, -4080.424560546875, 483.92034912109375, -3733.233154296875
Item_Mushroom_D, -3990.58203125, 241.47265625, -3855.3984375
Obj_Plant_CypressLow_B_01, -4094.06640625, 451.7535400390625, -3494.10546875
FldObj_KorokStone_A_01, -4399.00634765625, 329.0694274902344, -3780.210693359375
Obj_Mineral_A_01, -4372.3408203125, 492.61175537109375, -3585.74755859375
Obj_TreeWhiteBirch_A_02, -4563.787109375, 338.81805419921875, -3227.457763671875
AscendingCurrent_Slant, -4494.39111328125, 290.856201171875, -3756.369140625
Obj_LiftRockWhite_Korok_A_01, -4150.7470703125, 349.2076110839844, -3400.35986328125
Obj_TreeWhiteBirch_A_02, -4451.67236328125, 329.23712158203125, -3791.872802734375
Obj_MineralGrain_A_02, -4234.85546875, 237.01263427734375, -3093.86474609375
Obj_MineralGrain_A_04, -4367.9765625, 440.022216796875, -3421.209716796875
Obj_Plant_CypressLow_B_01, -4164.63671875, 483.0177917480469, -3526.203125
Obj_RockSnow_A_01, -4034.406494140625, 296.49407958984375, -3156.61279296875
Obj_Mineral_C_01, -4390.7763671875, 498.0965270996094, -3546.724853515625
Obj_RockSetSnow_A_02, -4231.9013671875, 211.28773498535156, -3026.08544921875
Obj_RockSetSnow_A_02, -4262.17333984375, 473.9998779296875, -3478.49560546875
Item_Plant_O, -4243.26171875, 303.47265625, -3268.234375
Obj_TreeConiferous_A_Snow_01, -4069.423583984375, 304.7637634277344, -3353.51416015625
Item_Plant_O, -4255.08984375, 315.87109375, -3244.0
Obj_RockSetSnow_A_02, -4123.8818359375, 290.1917724609375, -3334.556396484375
Obj_RockSetSnow_A_02, -4236.14111328125, 333.1428527832031, -3761.88525390625
Obj_MineralGrain_A_04, -4564.984375, 366.4068908691406, -3148.810302734375
Obj_MineralGrain_A_04, -4566.04345703125, 365.46478271484375, -3146.753662109375
Obj_MineralBury_A_01, -4055.3837890625, 459.2994079589844, -3509.747802734375
Item_Mushroom_D, -4191.125, 252.0703125, -3815.55859375
FldObj_KorokStone_A_01, -4396.5185546875, 330.4444274902344, -3773.92529296875
Obj_MineralGrain_A_04, -4553.25732421875, 345.9120178222656, -3366.170166015625
Obj_Plant_HopBush_C_Snow_02, -4000.7900390625, 328.53924560546875, -3355.824951171875
Obj_Plant_HopBush_C_Snow_02, -3949.78125, 285.9425354003906, -2916.6484375
Enemy_Keese, -4044.00830078125, 300.75909423828125, -3216.128173828125
Item_Mushroom_B, -4179.7578125, 242.0666046142578, -3223.11328125
Enemy_Keese, -4439.13720703125, 396.1312255859375, -3374.574462890625
Item_CookSet, -4275.54541015625, 473.89617919921875, -3478.62255859375
Obj_LiftRockWhite_Korok_A_01, -4155.72509765625, 351.09832763671875, -3410.541259765625
Obj_MineralBury_A_01, -4219.90625, 235.06414794921875, -3094.0537109375
Obj_RockSetSnow_A_02, -4522.9736328125, 365.5577087402344, -3278.75048828125
Obj_MineralGrain_A_04, -4234.078125, 236.00308227539062, -3093.48583984375
FldObj_KorokStone_A_01, -4399.5087890625, 330.5731506347656, -3778.20361328125
Obj_LiftRockWhite_Korok_A_01, -4151.58984375, 349.5276794433594, -3402.70361328125
Obj_RockSetSnow_A_02, -4092.741943359375, 279.3031311035156, -3288.044677734375
Obj_Plant_HopBush_C_Snow_01, -4031.146484375, 320.7661437988281, -3353.990478515625
Obj_Plant_HopBush_C_Snow_01, -4073.8671875, 285.3276062011719, -3270.53515625
Obj_LiftRockWhite_Korok_A_01, -4153.49951171875, 350.2218017578125, -3406.762939453125
Obj_Mineral_C_01, -4390.38720703125, 496.63970947265625, -3552.86279296875
Obj_RockSetSnow_A_03, -4366.7412109375, 476.7559509277344, -3492.876220703125
Obj_TreeWhiteBirch_A_01, -4087.2685546875, 307.622802734375, -3369.91455078125
Item_Plant_E, -4360.35498046875, 391.27001953125, -3303.556884765625
Obj_TreeDead_A_Snow_01, -4360.85498046875, 476.7476806640625, -3492.124755859375
Obj_MineralGrain_A_04, -4214.005859375, 346.47900390625, -3747.544189453125
Obj_TreeConiferousLow_A_Snow_01, -4209.93115234375, 251.74790954589844, -3183.698486328125
Item_Plant_O, -4438.81640625, 434.68359375, -3444.515625
Obj_Mineral_A_01, -4363.2099609375, 440.834228515625, -3423.76123046875
Obj_TreeConiferousLow_A_Snow_01, -4217.91650390625, 227.27731323242188, -2989.06494140625
Obj_MineralGrain_A_02, -4279.8056640625, 463.7694091796875, -3692.6904296875
Obj_TreeConiferous_A_Snow_01, -4074.988037109375, 190.91162109375, -3061.863037109375
Obj_RockSetSnow_A_02, -4231.94384765625, 336.8965148925781, -3754.80224609375
Item_Mushroom_D, -4639.98046875, 254.59765625, -2999.16796875
Obj_Plant_CypressLow_B_01, -4015.884765625, 306.22601318359375, -3288.783447265625
Obj_TreeConiferous_A_Snow_02, -3996.067138671875, 319.8390197753906, -3310.468994140625
Obj_TreeConiferous_A_Snow_02, -4161.99755859375, 204.475830078125, -3106.727294921875
Item_Mushroom_B, -4082.296875, 285.3522033691406, -3301.85546875
Obj_MineralBury_A_01, -4185.546875, 450.559814453125, -3494.384521484375
